video_id,summary,category,keywords,creator_demographic,sentiment,tone,threatening_content,self_harm
7335427690708651272,"The video features a person discussing perceptions regarding awareness of social environments, particularly in relation to Korean culture and the importance of honorifics. The speaker acknowledges their lack of expertise due to not being Korean but speculates that the concept of respect for elders might influence behavior, such as allowing them to proceed without asking. The tone is reflective and tentative, suggesting personal observations rather than definitive conclusions.",Entertainment & Shows,"social environment, honorifics, Korean culture, elderly, respect, assumptions","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7345205332383108394,"The video discusses the escalating situation in Haiti, where U.S. Marines have been deployed to airlift embassy staff and reinforce the embassy due to gang violence and governmental instability. The government is losing credibility and control, allowing gangs to impose their will on the population. The U.S. has ruled out direct troop deployment to restore order, instead supporting international efforts led by Kenya, which has sent police officers. However, many Haitian police officers have fled, and there are accusations of collusion with gangs. The UN Security Council has urged gangs to stop their activities, while the U.S. is holding emergency meetings with Caribbean nations in Jamaica. The overall tone is one of urgency and concern, highlighting a catastrophic humanitarian crisis.","News, Politics","Haiti, U.S. Marines, embassy, gangs, government collapse, credibility, Kenya, police officers, UN Security Council, humanitarian crisis, Caribbean nations, Jamaica",Unknown,Negative,Intense,No,
7362157037511396613,"The video is a review of beauty products purchased from Korea and Victoria's Secret, along with a mention of iHerb. The speaker discusses the cost-effectiveness of Korean skincare items, highlighting the affordability compared to Ukrainian prices. They mention purchasing items like SPF creams, tissue masks, and serums, emphasizing the value they received. The speaker then transitions to discussing a large order of Victoria's Secret sprays, which totaled around 15,000 hryvnia but included significant discounts. Finally, they briefly mention ordering discs and a natural deodorant from iHerb, praising their effectiveness and natural ingredients.",Beauty Care,"Розпаковка, косметика, Корея, Victoria's Secret, SPF креми, тканеві маски, сироватка, сонцезахисти, спреї, iHerb, диски, дезік, натуральний склад","Age Range: Unknown, Gender: Female, Geographic Location: Ukraine",Positive,Enthusiastic,No,
7383627859803393313,"The video discusses Eric Zemmour's analysis of Marine Le Pen's political success. It mentions various events that contributed to her prominence, such as the September 11 attacks, the controversy surrounding the French national anthem during a match against Algeria, and incidents involving the burning of synagogues. The speaker notes that Le Pen benefited from the unfolding events rather than actively making controversial statements or proposals. The focus is on how the actual events aligned with her political narrative, highlighting her passive approach to leveraging current affairs.",Politics,"Eric Zemmour, Marine Le Pen, September 11 attacks, Marseillaise, Algeria, synagogues, immigrants, Arabs, actualité, propositions","Age: Unknown, Gender: Unknown, Geographic Location: France (based on language and context)",Neutral,Neutral,No,
7307346522234998049,"The video features a person speaking directly to the camera, expressing their admiration for 'iconic' things. The speaker humorously explains why they enjoy watching 'The Kardashians,' stating that they love doing 'iconic shit.' The tone is casual and lighthearted, with the speaker using colloquial language to convey their enthusiasm.",Entertainment & Shows,"iconic, The Kardashians, American Horror Story, humor, entertainment","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Cheerful,Neutral,
7396760829498002720,"The speaker discusses their unique approach to collecting books despite having already read them. They explain why they don't lend, sell, or simply borrow books from the library, nor rely solely on a Kindle for reading. Instead, they purchase physical copies of books even after reading them on a Kindle, just to display them on their bookshelf as a personal achievement or 'trophy.' The speaker emphasizes the aesthetic value of having a full bookshelf and the satisfaction derived from physically owning the books they've read.",Entertainment & Shows,"books, reading, Kindle, bookshelf, collection, hobby, lending, selling, library, ownership, aesthetics","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7362216509206236449,"The video appears to be a series of black frames with no visible content or action taking place. There are no discernible characters, settings, or events depicted. The audio consists of repetitive 'paragraph' symbols followed by a closing statement, 'We'll see you next time,' suggesting the end of a segment or episode. The lack of visual content makes it impossible to analyze any political, news-related, or other contextual elements.",Unknown,,Unknown,Neutral,Neutral,No,
7297944147648924961,"The video provides a recipe for making slow cooker French onion soup. It emphasizes the deliciousness of the dish, highlighting the cheesy, buttery, and crusty bread topping. The speaker mentions using various onions commonly found in Ireland and lists all the necessary ingredients. The process involves cooking the soup in a slow cooker on high while the person is away, removing herbs after cooking, adding beef stock, cutting up bread, topping with cheese, and grilling for eight minutes to achieve a perfect, melty texture. The final result is described as 'the most amazing soup,' encouraging viewers to enjoy their creation.","Outfit, Style, & Howto","slow cooker, French onion soup, onions, beef stock, bread, cheese, herbs, grill, recipe, cooking, soup, cheesy, buttery, crusty, Ireland","Age Range: Unknown, Gender: Unknown, Geographic Location: Likely Ireland (based on the mention of Irish onions)",Positive,Cheerful,Neutral,
7400109280008867114,"The speaker emphasizes the importance of Democrats in red or purple states checking their voter registration status, regardless of past voting history or recent license renewals. They stress the urgency of verifying registration and encourage viewers to confirm their status before returning to the platform to share their action. The speaker concludes by mentioning they will wear a 'Harris' shirt for the next 90 days, indicating support for a political candidate.",Politics,"Democrats, voter registration, red state, purple state, Tim Walz, Harris, political candidate, registration status, 90 days","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7331415226442730757,"The video appears to be a music video featuring a rapper performing a song with energetic and rhythmic lyrics. The rapper delivers lines with confidence and intensity, using repetitive phrases like '마이 마이 펀치' (My My Punch) to emphasize their performance. The lyrics contain themes of self-assurance, success, and defiance, with references to wealth ('황금'), power ('성 동서'), and personal achievements ('나의 성공'). The rapper's tone is aggressive and boastful, showcasing a persona of dominance and resilience. The background includes dynamic visuals, possibly involving geometric patterns and abstract designs, enhancing the high-energy atmosphere of the video.","Music, Singing, & Dancing","rapper, rap, punch, success, wealth, power, confidence, repetition, energy, music video, lyrics, performance","Age Range: Unknown, Gender: Male, Geographic Location: Unknown",Positive,Enthusiastic,No,
7323547689201765664,"The video features a person discussing their dream Italian car collection, emphasizing their love for Italian automobiles. They aim to create a list of five cars without including any they currently own. The speaker starts with a 'daily' car, choosing the Ferrari Purosangue due to its excellent handling and performance, despite not owning it yet. For the second daily, they consider the Ferrari GTC4 Lusso but ultimately opts for the Ferrari Roma after consulting their spouse. The supercar choice is the Lamborghini Centenario, described as a powerful and unique vehicle. The hypercar selection is the Ferrari LaFerrari, praised for its beauty, V12 engine, and hybrid technology. Struggling to choose a classic car, the speaker eventually settles on the Ferrari 250 GTO, highlighting its status as the most expensive car in the world. The video concludes with the speaker expressing satisfaction with their list and hinting at creating another collection.",Entertainment & Shows,"Italian cars, Ferrari, Lamborghini, daily car, supercar, hypercar, classic car, Purosangue, GTC4 Lusso, Roma, Centenario, LaFerrari, 250 GTO, collection, car enthusiast","Age Range: Unknown, Gender: Male, Geographic Location: Unknown",Positive,Enthusiastic,No,
7348220196772990254,"The video provides a first-hand account of internet censorship in mainland China, particularly in Shanghai. The speaker discusses the challenges faced due to the Great Firewall of China, which blocks access to major websites like Google, social media platforms (Facebook, Instagram, TikTok, Reddit), and news outlets (New York Times, Washington Post, Wall Street Journal). Despite the presence of state-run media on TV, the speaker finds that most Virtual Private Networks (VPNs) do not function, making it difficult to bypass censorship. While acknowledging the modern infrastructure and cleanliness of the subway system, as well as the affordability of supermarkets, the speaker raises concerns about the extent of government control over information and the potential hidden realities beneath the surface.","News, Politics","censorship, China, Great Firewall, VPN, internet, Google, social media, news, state-run media, law enforcement, information control","Age: Unknown, Gender: Unknown, Geographic Location: Mainland China (Shanghai)",Negative,Intense,No,
7357877605581802795,"The video appears to be a dramatic and confrontational scene involving a heated exchange between two individuals. The dialogue is intense and filled with profanity, indicating a conflict over infidelity and betrayal. One person accuses the other of being unfaithful to their spouse, highlighting themes of jealousy, revenge, and personal vendettas. The setting seems to be outdoors, possibly in a public area, given the mention of 'Brookhaven.' The tone is aggressive, with threats and insults exchanged, suggesting a deep-seated animosity between the characters.",Drama,"infidelity, betrayal, jealousy, revenge, confrontation, Brookhaven, profanity, threats, personal vendetta","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Anger,Yes,
7341059462687509803,"The video discusses a conspiracy theory regarding Kate Middleton being sedated and locked in a tower, with Camilla Parker being held responsible. Various media outlets, including wineatnews.com, have reported on this situation, suggesting that Kate Middleton might be deceased. Friends of Camilla Parker are mentioned as not attempting to help Kate Middleton. The video emphasizes the need for an investigation into these claims, highlighting the ambiguity and seriousness of the situation. The narrative is presented in a dramatic and speculative manner, focusing on the alleged mistreatment of Kate Middleton.","News, Politics","Kate Middleton, Camilla Parker, tower, sedated, conspiracy theory, investigation, wineatnews.com, media outlets, friends, public opinion","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Intense,Yes,
7388973620116180257,"The video features a man in a suit delivering a speech in French. He mentions 'Le Rassemblement National' achieving its most significant breakthrough in history. The speaker criticizes an alliance referred to as 'l'alliance du déshonneur,' involving Emmanuel Macron and Gabriel Attal, which he claims has led to dangerous electoral arrangements with far-left formations. This, according to the speaker, prevents the French from having a policy of recovery that they had widely supported, placing 'Le Rassemblement National' at the top in European elections and securing nearly 34% of votes in the first round. The speaker expresses concern that these electoral agreements will lead France into the hands of the far-left, represented by Jean-Luc Mélenchon. The speaker concludes with a commitment to being there for the audience until victory, stating that a new era has begun and nothing can stop a people who have regained hope. The speech ends with patriotic sentiments, wishing long life to France and the Republic.",Politics,"Le Rassemblement National, Emmanuel Macron, Gabriel Attal, extrême-gauche, Jean-Luc Mélenchon, politique de redressement, victoire, France, République",,,Intense,,No
7343145915886193926,"The video features an interview-style interaction where a person named Nicholas Karva is being questioned about his clothing and lifestyle. The interviewer asks about the origin and cost of his clothes, which include items from Zara and Adidas. Karva mentions visiting various places like Lviv, Lublin, Chicago, Ireland, and Odessa, highlighting his travel experiences. The conversation includes playful banter about publishing personal details and concludes with a light-hearted exchange about living in Lviv. The overall tone is casual and friendly, with a focus on fashion and travel.",Entertainment & Shows,"Nicholas Karva, Zara, Adidas, Lublin, Lviv, Chicago, Ireland, Odessa, travel, fashion, online work, interview","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Cheerful,No,
7347525697591725355,"The speaker, who is Jewish, discusses their personal experience with how Zionism is marketed and sold to American Jews. They highlight the contradictory messages received from a young age, such as being told that Israel is the only safe place for Jews while simultaneously facing constant threats. The speaker critiques the propaganda-heavy 'Birthright' trips and the lack of historical context provided about Palestine. They also mention the pressure to support Israel, particularly for LGBTQ+ individuals, and the casual racism and dehumanization of Palestinians they witnessed during their visit. The speaker expresses frustration with the isolation and hostility faced within the Jewish community for questioning Zionism, emphasizing the emotional toll and the difficulty in finding supportive spaces.",Politics,"Zionism, American Jews, Israel, safety, propaganda, Birthright, Palestine, conflict, racism, Palestinians, LGBTQ+, synagogue, Jewish community, questioning, isolation, hostility","Age Range: Unknown, Gender: Unknown, Geographic Location: Likely North America (based on reference to American Jews)",Negative,Sadness,No,
7376404436505136416,"The video depicts a humorous skit featuring a character named Little Ms. Jocelyn, who is portrayed as a 'London Traffic Warden.' She is dressed formally, wearing a hat and a badge, and speaks with authority and a British accent. The scene takes place in what appears to be a parking area, where she confronts someone who has parked illegally. Despite the person's attempts to reason with her, explaining they were only there for two minutes, Ms. Jocelyn insists on enforcing the law strictly. She mentions being personally chosen by Queen Elizabeth II to maintain order on the roads, adding a comedic element to her authoritative stance. The interaction includes exaggerated threats and a display of bureaucratic precision as she prepares to issue a ticket, emphasizing the absurdity of the situation.",Comedy,"Little Ms. Jocelyn, London Traffic Warden, Queen Elizabeth II, parking violation, enforcement, humor, British accent, authority, bureaucratic, ticket, justice, roads","Age Range: Unknown, Gender: Unknown, Geographic Location: Likely UK (based on content)",Neutral,Sarcastic,Yes,
7395616033127648554,"The video features a person singing a heartfelt song with lyrics expressing deep emotional connection and love. The singer appears to be performing in a dimly lit setting, possibly a studio or intimate venue, creating an atmosphere of intimacy and vulnerability. The background is dark, drawing focus to the performer, who seems to be conveying strong emotions through their voice and body language. The song's lyrics emphasize themes of commitment, protection, and deep affection, suggesting a romantic or personal narrative.","Music, Singing, & Dancing","love, heart, bones, promise, hold, close, don't let me go, take my heart, don't break it","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Cheerful,Neutral,
7344030729531067680,"The video features a satirical interview with a high-ranking CDU politician, Fabian Köster, who is being questioned about the party's oppositional stance in the German parliament. The interviewer criticizes the CDU for blocking legislation like the Growth Opportunities Act (Wachstumschancengesetz) without constructive collaboration. Köster defends the party's position, stating they only blocked the bill because of the agricultural diesel issue but acknowledged that the party internally finds the bill insufficiently ambitious. The conversation shifts to the lack of access to the CDU regional conference for the show's team, with Köster deflecting responsibility to capacity issues and the priority given to CDU members. The interviewer humorously suggests becoming Köster's assistant or caregiver to gain access, leading to a lighthearted exchange about the need for objective reporting to secure entry.",Politics,"Fabian Köster, CDU, Politiker Hops, Wachstumschancengesetz, Verfassungsgerichtsschutz, Haushalt 2024, Regionalkonferenz, Agrardiesel, Opposition, Blockieren, Berichte, Presse, Satire, Humor","Age Range: Unknown, Gender: Unknown, Geographic Location: Germany",Neutral,Sarcastic,No,
7278695690522348843,"The video discusses MrBeast, a popular YouTube creator, and addresses criticism regarding his choice to fly economy class despite his wealth. The speaker defends MrBeast, highlighting that he reinvests most of his earnings into creating high-quality content. The speaker mentions MrBeast's net worth, estimated around $100 million, though they suggest it might be closer to $50 million. The speaker expresses admiration for MrBeast, calling him their favorite YouTube creator and noting that their children also enjoy his content. The speaker concludes by thanking MrBeast and playfully challenges those who criticize him to block them instead.",Entertainment & Shows,"MrBeast, economy class, rich, net worth, $100 million, $50 million, YouTube creator, best content, favorite, kids, criticism, defense, reinvestment, videos","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Enthusiastic,No,
7368596585594359083,"The video discusses a significant political development in Germany involving the far-right party Alternative for Germany (AfD). It explains that a U.S. court-like scenario is being compared to a real event in Germany where the AfD, initially a Euroskeptic party founded in 2013, has evolved into a radical anti-immigration force with increasingly right-wing views. The Federal Office for the Protection of the Constitution (BFV) classified the AfD as a potential extremist group in 2021 and placed it under surveillance, marking the first such action against an opposition party since World War II. The AfD challenged this designation, but a recent high court decision upheld the lower court's ruling, allowing intelligence officers to wiretap party members and recruit informants. Despite the controversy, the AfD remains a major political force, currently the second most popular party in Germany and projected to secure significant wins in upcoming elections.",Politics,"Germany, Alternative for Germany (AfD), far-right party, Euroskeptic, anti-immigration, extremism, Federal Office for the Protection of the Constitution (BFV), surveillance, World War II, high court decision, intelligence officers, wiretapping, informants, elections, left-of-center ruling coalition, eastern states","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Neutral,No,
7395305751469772075,"The video features a person speaking directly to the camera in what appears to be a humorous or satirical manner. They announce that they have decided to 'put their vote up for sale,' encouraging viewers to contact them via Instagram with their best offer. The tone suggests a lighthearted or comedic approach to the topic of voting, likely intended to provoke thought or amusement rather than actual action. The background is plain, keeping the focus on the speaker.",Comedy,"vote, sale, Instagram, offer, humor, satire","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Neutral,Sarcastic,No,
7289539647825382698,"The video features a person standing outdoors, possibly in a desert-like environment, wearing a white outfit and a headscarf. The individual appears to be addressing the camera directly, expressing solidarity with the people of Palestine. The text overlay emphasizes their connection to Palestinian heritage ('0% Palestinian blood') and their support for the cause. The background is minimalistic, with a clear sky and some distant structures, suggesting a remote or rural setting. The tone is serious and empathetic, aimed at raising awareness or advocating for a cause.",Nonprofits & Activism,"Palestinian, blood, standing, people of Palestine, solidarity, activism, desert, outdoor, remote, advocacy","Age: Unknown, Gender: Female, Geographic Location: Unknown",Neutral,Intense,No,
7340748820130647326,"The video discusses California's new $20 minimum wage law for fast-food restaurants, highlighting a specific exemption for fast-food chains with bakeries, which benefits Panera Bread. The conversation involves skepticism about the exemption, suggesting a potential conflict of interest due to Gavin Newsom's ties to Glenn Flynn, who owns multiple Panera Bread locations in California and opposes the minimum wage increase. The dialogue includes questions and accusations about the fairness of the exemption, with one person defending the decision as 'fair' while the other points out the connection to Newsom's donor.","News, Politics","California, minimum wage, fast food, Panera Bread, Gavin Newsom, Glenn Flynn, bakery exemption, political influence, criticism, donation","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Anger,No,
7383460841204534534,"The video consists of repetitive audio of someone stating, 'I'm going to make a cup of coffee,' followed by a series of repeated names, 'Stavros.' There are no visible visuals or actions depicted in the video frames provided. The audio suggests a monotonous or possibly humorous intent due to the repetition. No political or news-related content is evident.",Entertainment & Shows,"coffee, Stavros, repetition",Unknown,Neutral,Neutral,No,
7408631372044111135,"The video depicts a plea for assistance from a rescue organization specializing in medical cases for animals. The speaker explains that they experienced a power outage lasting over 20 hours, which led to the failure of their generator. This resulted in the loss of essential medications, including vaccines, oral antibiotics, pain medicine, and a special eye serum for kittens. The organization is in urgent need of replacing these medications, as they currently have nearly 20 kittens requiring treatment. The speaker encourages viewers to help by donating or sharing the video to raise awareness.",Nonprofits & Activism,"rescue, medical cases, power outage, generator failure, medications, vaccines, oral antibiotics, pain medicine, eye serum, kittens, donation, sharing, help","Age Range: Unknown, Gender: Unknown, Geographic Location: Unknown",Negative,Sadness,No,
7324688586807201070,"The video features a person speaking directly to the camera in a casual, conversational manner. They share a dream they had the previous night, humorously describing themselves as a bottle of ketchup and addressing someone else as mustard. This is contrasted with their usual dream scenario where the other person is mayonnaise. The tone is light-hearted and playful, suggesting a personal and informal setting. There is no background music, and the focus remains on the speaker's words and expressions.",Entertainment & Shows,"dream, ketchup, mustard, mayonnaise, last night, unusual, conversation","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Cheerful,Neutral,
7360854136440540459,"The video appears to be a humorous exchange between two individuals discussing a character named 'Huel.' One person seems to be explaining their intention to keep Huel happy, while the other questions who Huel is. The conversation includes light-hearted banter and references to ensuring Huel's happiness by making sure everyone does what they're told. The tone is casual and comedic, with a focus on maintaining order and satisfaction for an unseen character.",Comedy,"Huel, happy, Mr. Beneke, checkbook, motherfucker, order, satisfaction","Age: Unknown, Gender: Unknown, Geographic Location: Unknown",Positive,Cheerful,No,
